#{"t_start": 1776786092.6817632, "env_id": "None"}
r,l,t
-183.07993,443,416.931086
-52.729523,365,416.977365
152.10309,496,417.60635
154.19647,462,417.66422
-94.15755,252,417.784556
-90.65101,264,418.220933
-58.2756,335,418.449575
-97.65429,180,419.137735
-83.63842,158,419.324294
219.04819,502,419.446679
79.9626,1000,419.981145
184.5482,467,420.024555
188.15225,433,420.066999
181.47128,466,420.071244
-78.66822,213,420.242918
47.88069,1000,420.419811
-74.4217,226,420.453016
-99.66833,215,421.049008
-108.845085,289,421.107488
-130.37811,434,421.224232
-103.226654,335,421.286219
-90.93334,250,421.430108
187.79993,454,421.823896
-75.27593,169,421.838529
158.89233,543,422.116868
174.43521,486,422.478567
-121.836975,209,422.745869
-78.17316,258,422.987466
-91.99131,170,423.75562
175.0184,478,423.778893
154.6757,543,423.959409
-110.707596,291,424.843248
-92.22691,146,424.916976
-82.428406,204,425.119363
210.49586,518,425.670521
-84.450195,303,425.754934
196.73907,649,425.945313
-77.4883,150,426.033164
-93.16363,195,426.106319
37.20484,1000,426.432226
-91.467316,281,426.461942
54.110806,1000,426.556827
-89.99351,236,426.73722
-70.83373,139,426.977348
-62.649033,434,427.687831
-139.12674,400,427.687871
-96.60715,374,427.914215
-91.58771,299,427.98016
192.70613,523,428.188595
-118.91456,637,428.386535
-84.327774,251,428.765982
-74.95984,186,428.966849
107.393196,638,429.025115
184.12294,553,429.486683
-107.76118,278,429.663946
-73.36638,457,430.05917
202.32379,567,430.376714
196.48793,539,430.568864
-92.108116,445,431.22809
-67.65073,454,431.335392
-62.091583,306,431.985729
-147.47986,628,432.019113
115.66114,545,432.345415
-135.6216,575,432.686991
-92.957436,152,432.812323
-82.68365,229,433.143978
-64.952896,473,433.849272
-76.435776,309,433.937805
61.054825,755,434.000216
-146.75586,579,434.256454
-89.54217,194,434.784894
107.75514,850,434.948944
-111.98306,425,434.958071
-59.398067,190,435.191047
149.52307,639,435.971347
-138.36905,596,436.240919
-104.888405,544,436.713711
-114.51813,405,436.917692
-143.57057,608,437.100713
-59.347492,236,437.154121
162.79684,480,437.378853
-96.33588,228,438.011776
-54.11639,283,438.103958
-93.831375,181,438.346913
204.15652,648,438.566924
-90.88309,289,438.643269
-94.91084,340,438.830642
-82.42491,207,439.077933
-86.97398,289,439.576288
32.1456,1000,440.130549
-71.40967,221,440.32947
-88.855385,350,440.776804
-152.40775,554,441.51038
51.880207,1000,441.697052
-153.66418,601,442.079116
-81.95568,164,442.394973
-157.9243,686,442.441248
-123.45541,482,443.108496
-69.41647,223,443.246003
-61.25442,403,443.889004
-119.86215,165,444.094688
190.91171,603,444.279003
-73.586266,301,445.102209
-135.56543,516,445.538766
70.90658,1000,445.576895
3.9338322,1000,446.050127
-101.36404,431,446.45575
151.51872,710,446.50826
-117.56351,436,446.621252
-88.88086,356,447.382624
141.03273,580,447.518473
-115.69009,574,449.55319
130.12671,736,449.568467
63.81144,714,449.837538
-151.26816,369,449.944726
147.94962,603,450.197031
-97.959625,165,450.502727
134.58733,626,450.508313
118.67506,716,450.83932
-81.92841,209,450.930577
-89.69783,164,451.027247
167.2443,699,451.825787
-99.6518,400,452.075892
-47.607372,519,452.415671
-95.24968,183,452.763087
-97.93351,418,453.224723
125.46161,602,453.853474
-109.40459,321,453.920416
-81.235306,276,454.006615
177.59982,584,454.080734
-69.96463,270,454.302647
-60.285404,212,454.36996
166.03203,616,454.388695
-160.24011,805,454.66369
-60.631264,231,455.21718
-90.26943,391,455.523108
122.333885,489,456.004308
158.16066,439,456.248014
-56.47801,513,456.281399
180.74957,535,456.456326
-81.57257,381,456.469963
164.77728,633,457.213438
-75.78012,204,457.361458
-82.00679,458,457.434833
-66.029205,236,457.505483
-62.52729,521,457.932708
-94.28655,497,458.41774
175.06863,570,458.552552
-146.44977,655,459.214967
-80.14407,494,459.459131
-68.86724,224,459.523372
183.20801,529,459.898598
-124.526665,574,460.026949
-84.024864,215,461.339761
165.13174,688,461.662876
-188.40942,822,461.885544
-134.83401,503,462.726981
127.31288,630,464.022782
23.181076,1000,465.549138
-130.20108,814,466.285087
-22.078106,1000,466.705549
-127.69635,624,466.974984
139.5625,789,469.365705
133.14603,965,469.384378
170.462,751,470.28637
-45.476006,1000,470.31313
-104.43473,448,470.334013
-91.38808,266,471.865253
-81.484055,279,471.93852
-206.89804,882,472.735944
-75.007324,1000,472.970757
-179.06076,564,473.879073
11.01312,1000,474.049636
-111.00412,404,475.544103
152.854,930,475.566319
-135.60295,607,475.926888
-211.69363,985,475.926927
-147.64511,680,476.219847
104.467865,732,477.06234
-97.80048,340,477.605517
-138.95728,667,477.850492
-76.99004,168,477.982346
-68.689384,777,478.349239
-119.77515,656,479.225099
-58.504192,209,479.775488
124.707275,764,480.504232
-119.449196,451,480.681255
-241.50812,875,480.834627
-78.98913,413,480.840053
145.28522,799,481.080413
-85.74134,199,481.108818
-177.86957,825,483.048218
-104.035446,472,484.203408
124.00589,774,484.582829
-68.56268,171,484.610744
-152.93747,630,484.759431
-155.13898,589,484.822971
-106.296616,771,486.021536
-73.82251,216,486.038698
116.771324,735,486.158929
86.835464,831,486.248302
-134.48224,413,486.809737
-109.59706,437,487.102904
-100.640366,212,487.126832
-80.19823,506,487.534539
-77.92476,217,488.26719
94.58902,677,488.581361
-138.60098,477,490.237928
-124.479706,679,490.333062
55.230026,733,490.487039
190.18018,716,491.474569
-152.12204,469,491.717834
-76.71476,264,492.070936
-100.345924,253,492.127634
72.992065,1000,492.194079
129.9783,538,492.342008
-92.02639,140,492.773482
-123.76552,313,493.025999
-61.84002,215,493.317974
-107.885056,371,493.548122
-119.45086,1000,493.684383
149.35664,650,493.853384
-106.86158,378,493.863886
-51.778557,531,494.542201
-95.952675,181,494.610472
-124.666824,459,496.310815
89.75215,733,497.650754
-166.48059,409,497.819078
119.43983,780,498.524607
43.54904,1000,499.331273
87.69557,811,499.508143
-68.61686,155,499.602205
-128.14668,422,499.672083
-55.231,321,499.931567
209.47089,728,499.94491
-87.24271,1000,500.120279
-100.30994,169,500.565488
-92.590454,236,500.588279
-81.6201,332,500.830536
-82.10356,327,501.071402
-73.25563,169,502.054454
57.144665,894,503.230996
131.60687,647,503.68039
-164.40186,544,504.180379
-93.45874,404,505.3118
-74.97589,225,505.515864
171.37083,702,505.523988
-196.38031,856,505.645409
-14.459411,1000,505.754691
-129.39749,405,506.061339
-81.56877,175,506.155113
-144.65834,344,506.274009
-86.35507,224,506.442477
-120.19046,263,506.726828
-93.49388,174,506.897202
-305.59555,978,506.929598
-93.05861,198,507.306095
-105.99884,143,507.564708
-155.21097,449,507.686307
-118.87822,266,508.01539
-80.95262,165,508.224521
-80.60376,299,508.445421
108.289795,649,508.609942
118.50531,546,508.705042
-82.8972,169,508.901678
-87.33168,276,509.005496
-115.5841,180,509.323982
-99.19597,215,509.366287
-121.55461,490,510.18808
44.53217,1000,511.499475
-74.79637,371,511.631642
-171.7604,517,511.899944
-190.86926,515,512.705877
-121.67701,376,512.773404
140.12225,756,513.192837
-74.323845,353,513.832606
-89.37672,207,514.065534
64.503174,1000,514.182055
10.180834,1000,515.01316
-107.70599,317,515.861044
-137.05594,692,515.89495
-225.69556,596,516.252789
-124.46529,484,517.074535
-116.68381,200,517.201275
-95.0587,184,517.456284
45.635002,783,517.976801
38.72225,1000,518.156414
178.008,752,518.418645
-120.27641,151,518.753493
-103.65646,249,518.890674
77.05765,645,518.95666
-138.00409,382,520.926326
70.60153,840,521.504873
-124.20422,423,522.179276
143.30461,830,523.094854
-224.66437,680,523.236597
-92.01203,200,523.2888
129.8602,871,523.544984
-124.1256,303,523.595967
157.61972,659,523.852624
-82.93236,180,524.139949
-92.40858,174,524.188662
-100.31334,179,524.439449
-106.410286,295,524.804589
-93.94575,153,524.932972
-108.4836,240,524.989544
-83.564255,213,525.65776
-160.90012,566,525.699625
-112.14916,426,525.7874
63.166264,996,525.79609
-95.337296,196,525.872745
-103.2349,136,526.255805
-105.73755,399,527.812844
-128.17325,434,528.155826
-163.33516,599,528.495579
114.46163,795,528.737843
-85.7233,230,529.478031
103.87445,592,529.598701
-143.18008,628,529.653947
-83.6532,288,530.559849
0.3467851,1000,531.280937
123.438805,880,532.473598
-100.19953,427,532.703606
-165.39626,649,533.103264
-157.76788,567,533.694796
153.61288,799,533.801857
-89.63946,478,534.649139
124.12576,583,534.734632
-20.77938,1000,536.624172
-104.01419,268,536.708719
-113.88867,687,537.645221
-101.564705,744,537.825314
-104.40113,224,538.333904
-126.10196,657,538.439215
-152.3791,560,538.825629
-96.63676,316,538.830556
-84.499466,214,538.966758
-141.37119,787,539.237274
-222.91855,958,539.495911
-92.75091,152,539.520301
-90.25945,314,539.526891
-85.41349,330,539.896379
-104.005424,270,539.912008
-83.13893,243,539.923473
-122.0796,184,540.66939
-120.92401,563,540.845035
-96.1035,161,541.705727
-135.14932,572,542.023301
-135.11292,483,542.746499
-107.13083,267,543.905947
-115.26253,151,544.053951
-143.33736,704,544.82046
42.101124,853,545.111492
25.955643,1000,546.346554
-91.712166,1000,546.421921
-110.04842,257,546.436372
-89.774284,174,546.552248
-107.5688,572,546.766598
-78.96633,130,547.050609
151.37753,875,547.447115
-92.76953,231,547.946527
-98.669304,352,548.400693
-107.21959,221,548.68742
92.079704,657,549.064717
-139.74629,515,549.260393
-90.39896,185,549.535681
-100.37731,252,550.2471
-245.38824,990,550.519619
85.3262,731,550.54432
-74.375725,252,550.777875
-141.1236,356,551.165495
-84.31532,307,552.526541
142.21674,938,552.883288
-93.16929,339,553.64371
-100.697586,496,554.383007
-152.9007,728,554.632861
1.1713383,1000,554.730734
66.59419,765,555.695953
-118.209076,512,556.396251
-117.26236,277,556.599315
-99.62882,195,557.113766
-165.4227,589,557.30165
18.991507,1000,557.748185
-106.98393,289,558.699628
-103.961685,369,560.178251
-182.74675,728,560.21434
-223.06253,948,560.985996
-91.84624,210,561.947638
-36.43075,1000,562.162048
-182.82889,739,562.292729
-117.54588,764,563.006833
-145.86063,691,563.044949
-97.870804,215,563.428337
-193.84087,724,563.867232
-134.31012,347,563.876559
-95.0869,316,564.590887
-138.275,650,564.950635
-96.730896,220,565.135881
-88.68263,399,565.680308
-168.74564,649,565.785773
-208.54367,992,566.374922
-105.1278,139,566.419256
-106.634995,649,566.558868
-135.9585,408,566.888715
-130.12758,525,567.991227
-93.5697,275,567.9978
-128.38571,555,568.425098
-97.97274,154,569.623826
-69.87161,1000,570.263903
-124.44507,531,570.30719
-108.904205,297,570.347127
-137.41747,534,570.759527
-121.79756,446,571.265974
-91.26486,306,571.696926
-83.301575,245,571.773527
-169.5515,804,571.793269
88.604485,958,571.937781
-106.16669,181,572.563092
-126.84221,217,572.659256
-92.18158,228,573.02183
-93.776825,150,573.647467
-159.20541,617,574.381623
-86.5311,290,575.377876
-113.94068,174,576.008564
-144.05383,781,576.82667
-25.501545,1000,577.381876
-88.59079,137,577.414539
-92.93428,1000,577.481931
-105.33343,215,577.5274
-99.75841,174,578.104781
-100.56686,173,578.548615
-132.88939,1000,579.055599
-105.15031,379,579.990135
-140.84494,371,580.041634
-33.204967,1000,580.355642
-208.50673,900,580.73565
-85.09835,199,581.468504
-105.571075,273,581.666389
-93.16026,228,582.166207
-119.28108,520,582.465067
-202.66603,874,583.236112
-84.53849,252,583.311234
-109.64697,155,583.565216
-92.3727,1000,584.955219
-132.80034,764,585.168445
-72.93576,1000,585.410725
-121.42999,469,585.492848
-89.75322,168,585.905322
-96.82182,159,586.359092
-102.96788,287,587.21471
-113.66557,152,588.693872
87.70282,700,588.71708
-27.639057,1000,589.045282
84.06431,856,589.706591
-89.54991,207,590.409001
-13.30362,1000,590.775016
-107.50905,139,590.81618
-113.91805,250,591.012059
-106.69603,148,591.746811
-108.134056,439,592.003594
-159.76993,770,592.477724
-2.926379,1000,592.602277
-113.39448,355,592.807011
-45.684906,1000,593.344684
-102.94301,409,593.515612
-104.79121,253,593.903266
-99.088234,345,593.956063
-147.57372,540,593.976981
-109.3703,153,594.673248
-113.09507,240,595.165686
-77.59299,160,595.746449
-123.76346,377,596.292564
-169.12924,863,597.169765
-101.41223,236,597.675187
-98.4927,276,598.575874
-49.414894,1000,599.160863
-87.268326,271,599.446635
-26.5767,1000,599.645423
-99.626205,1000,600.330635
-97.56932,354,600.518011
6.3770905,1000,600.583684
-108.77606,203,601.82299
-99.254776,268,602.052862
-90.09604,303,602.541191
-18.795778,1000,602.736032
-101.07874,256,603.898421
-187.16339,683,604.174324
-130.46912,304,604.667505
-85.882454,139,605.653344
-3.6152647,1000,605.716711
-120.59795,285,605.900007
-36.254642,1000,606.125196
-122.3607,524,606.30627
107.49945,644,606.331317
-56.650818,1000,606.399359
-106.31124,164,606.507565
-100.75856,146,606.783362
-100.62427,190,606.823523
-114.31748,267,606.984769
-99.50733,183,607.160845
-115.78054,151,607.440759
-91.65658,257,607.93667
-95.87338,253,608.2196
-66.82424,1000,609.935144
-178.34602,748,610.65526
-199.28528,877,610.735762
-84.083115,165,611.895624
-42.060562,1000,612.510725
34.227486,837,613.133603
-78.88323,197,613.51238
-212.73366,964,614.705046
-100.28257,165,614.917413
-90.93979,222,614.956938
-19.9121,1000,615.884245
-93.583244,177,616.288844
-175.84702,1000,616.308509
-106.31271,206,616.711776
-110.84625,146,617.377553
-80.967445,216,617.575431
-101.91684,169,618.042043
-4.455476,1000,618.100699
56.02949,908,618.134154
-114.24993,259,618.215798
-84.36297,203,618.657452
-202.50877,824,618.685379
-88.70691,178,618.789382
-89.286674,293,618.889408
-93.21359,296,619.242133
-86.4673,240,619.715971
-119.16763,127,619.876529
-128.62265,453,620.254114
-17.603136,1000,621.15607
-95.22644,240,621.423023
-96.786575,181,621.447294
-95.11115,289,621.539243
-152.91667,525,621.689727
-97.010895,216,622.743856
-110.70922,259,622.900603
-188.20285,798,623.042559
-236.90182,933,623.049445
-88.869026,315,623.211108
-81.44713,172,623.824057
-100.95743,924,623.922741
-91.89085,211,624.001017
-121.80548,351,624.549672
-108.65457,432,624.839299
-129.39658,643,624.947184
-150.69464,785,625.199785
-134.45415,288,625.264152
-103.013596,150,625.479811
-120.11931,392,625.778063
-104.42031,145,626.161276
-102.22112,357,626.189092
-91.82646,243,626.371023
-98.48924,306,626.618533
-94.63827,169,627.055117
-101.422195,310,627.438199
-164.25745,878,627.459081
-120.0735,624,628.171038
-94.35391,141,628.291081
4.7132382,1000,629.02973
-113.67795,357,629.232763
-114.89676,171,629.32977
-93.1519,235,630.534366
27.999535,868,632.512414
122.4233,1000,632.975519
-37.885986,1000,633.260228
-209.88577,868,633.658713
-189.54709,605,633.933907
-131.61385,256,634.603586
-99.75672,253,634.82695
-117.765884,384,635.16755
-37.8192,1000,635.247429
87.59398,642,635.350517
-107.09162,345,635.664508
-84.428246,215,635.773584
-94.9721,1000,635.974773
-134.27994,412,636.098418
-103.82832,151,636.242592
-83.461136,234,636.258629
-112.17303,330,636.331985
-99.193245,211,637.133828
-131.93442,252,637.148802
-106.62547,301,637.222567
-100.24749,129,637.852997
-103.21137,171,638.141273
-146.41197,691,638.464927
-148.94229,601,638.750337
-83.11916,172,639.938693
-32.30806,1000,640.880206
-101.406815,435,641.050245
-127.57388,460,641.600888
-124.686584,268,642.167592
-95.61155,204,642.473937
-69.76077,1000,642.875672
-113.422356,1000,643.009761
-90.45502,211,643.159943
-143.20883,322,643.361501
-100.41526,161,644.043366
-74.9999,1000,644.118448
-94.71997,320,644.427987
-44.370644,1000,645.632668
-151.07983,463,645.85548
-107.7536,279,646.037367
-96.255875,262,646.293052
-188.44627,774,647.389892
-105.75161,636,647.659969
-100.18148,776,648.043411
-127.08957,577,648.061156
-134.37378,331,648.15029
-94.07186,458,648.403597
-92.21194,186,648.524092
-111.75444,189,648.832435
-88.82132,143,649.206554
-185.44897,546,649.336889
-112.929016,406,649.408604
-193.22844,644,649.471608
-97.532486,160,650.240107
-81.143974,208,650.380135
-95.81942,318,650.481642
-120.67348,522,652.879864
-158.04776,630,653.551018
-222.87851,955,654.175528
-45.17304,1000,654.73509
-103.01769,146,654.803895
-119.220184,245,654.965178
-21.095146,1000,655.096072
-113.173195,143,655.448333
-184.2041,712,655.615774
-119.62607,189,655.84511
-171.50085,767,655.943778
-114.136505,120,656.137731
-124.24806,248,656.611908
-22.994255,1000,656.940476
-91.132324,189,657.783362
-158.28842,718,658.977925
-81.38093,1000,660.810397
-170.96823,679,661.177351
-10.017348,1000,661.890821
-95.12783,193,662.399602
-159.95212,579,662.660043
-149.5672,932,662.8224
-26.169155,1000,663.138804
-125.41023,424,664.123646
-53.44779,1000,664.397115
-124.70762,424,664.606251
-90.86677,326,664.942257
1.2977456,1000,666.040848
-104.64544,200,666.195397
-161.60248,635,666.24623
-105.229065,198,667.339374
-210.07567,837,667.884648
-172.87201,629,668.143619
-130.54088,279,668.168274
-141.49245,559,668.257172
-109.289185,311,668.404344
-87.72868,192,668.657163
-198.96603,736,669.02457
-54.102055,1000,669.02461
-101.5285,200,669.171
-105.39757,253,669.492967
-114.62755,232,669.598048
-99.436615,138,669.677021
-101.297455,212,669.766803
-102.75653,411,670.0244
-129.38783,294,670.105186
-111.73047,169,670.307733
-149.91602,545,670.401816
-116.77338,185,670.460989
-126.53471,232,670.469197
-122.60052,149,670.918452
-81.491104,200,671.378682
-175.78833,759,671.576359
-110.043945,436,671.757456
-76.390076,299,671.880703
-125.03343,174,672.215761
-135.11641,475,672.314092
-93.588745,176,672.721549
-140.96605,592,673.329186
-122.13921,370,673.467937
-137.54982,336,674.119888
-106.70076,201,674.599697
-149.67633,696,674.835473
-21.523418,1000,675.550166
-98.386635,172,675.882757
-98.39964,239,676.63775
-110.85071,315,678.900121
-62.460014,1000,678.985038
-158.47946,728,679.51316
-135.01065,466,679.842952
-114.7637,330,679.953267
-99.513374,1000,680.081882
-106.50222,157,680.374316
-127.111206,210,680.735529
-40.263428,1000,680.745861
-120.534775,152,680.776192
-106.43738,164,681.018178
-105.64119,160,681.138629
-94.96397,236,681.434759
-80.48799,179,681.643793
-55.36823,1000,681.972312
-107.56545,316,682.104273
-75.427,231,682.159611
-125.34339,303,682.224985
-94.43245,186,682.427619
-111.57286,136,682.447328
-109.049774,266,682.57576
-80.709854,158,683.107412
-126.01849,292,683.551163
-107.00874,231,683.823726
-94.20229,174,684.941584
-225.60503,906,686.563533
-132.17265,300,686.802377
-114.14851,445,687.143221
-50.3886,1000,688.36042
-169.57986,738,688.629099
-40.692867,1000,690.006541
-10.068846,1000,690.136409
-84.90988,362,690.374168
-142.34052,486,690.902391
-94.904076,198,691.517262
-124.17354,315,691.981106
-84.5106,349,692.099881
-117.17487,531,692.227023
-103.08438,151,692.441871
-104.324326,1000,692.98499
-94.65822,152,692.990103
-100.87831,1000,693.783872
-138.29636,517,693.941804
-127.195526,223,694.224128
-110.0991,412,694.32328
-113.97931,339,694.349114
-145.05835,420,694.53629
-51.07292,1000,694.614682
-101.79904,313,695.271236
-112.132904,218,695.387974
-106.63769,304,695.601451
-109.8428,332,695.621186
-143.11606,447,695.772842
-102.628876,153,696.54944
-109.4135,422,698.364288
-46.284275,1000,698.581755
-116.97763,155,699.794692
-46.301044,1000,700.588368
-56.87773,1000,701.063311
-163.06459,418,701.656483
-95.805664,1000,702.326399
-49.04344,1000,702.502568
-96.86079,1000,702.800625
-108.7243,452,703.63034
-94.782875,158,703.754014
-106.95399,214,703.794699
-58.114685,1000,703.93289
-91.43517,276,704.003223
-121.9406,184,704.80647
-102.32245,166,704.829411
-96.41862,141,705.82388
-109.99383,359,706.051009
-126.265755,372,706.539992
-190.533,749,706.633882
-43.217655,1000,706.717649
-93.75032,223,707.323051
-84.37331,1000,707.543304
-86.56874,162,707.588086
-115.739334,230,707.846576
-197.23029,707,708.004894
-116.408554,213,708.380877
-104.83616,193,708.479966
-98.77109,189,708.809971
-244.75995,811,710.027398
-158.03273,667,710.174641
-107.82904,387,711.030609
-206.1506,786,711.364254
-122.26641,473,711.734169
-97.498184,255,711.867572
-132.49582,501,712.310038
-123.50102,209,713.326178
-117.43507,1000,714.403322
-82.61084,1000,715.158734
-147.83768,364,716.673324
-175.1553,667,716.826378
-28.800262,1000,718.2257
-178.57205,826,719.050549
-98.16416,280,719.702729
-63.500664,1000,719.766269
-109.2422,169,720.485205
-95.402855,404,720.508633
-123.71564,579,720.577643
-39.311016,1000,721.100171
-113.734634,141,721.320942
-94.94133,303,721.557949
-139.25949,430,722.332855
-109.20326,1000,722.445912
-123.899315,397,722.818738
-98.25664,242,722.993983
-128.13474,527,723.511173
-104.47853,189,723.944457
-90.56862,259,723.999556
-127.979675,416,724.939615
-67.36244,1000,724.972442
-88.67011,159,725.008222
-90.97663,253,725.123342
-91.88057,193,725.213005
-115.67189,221,726.144912
-108.797554,204,726.247097
-109.1663,255,726.383636
-99.61612,256,726.424933
-52.298054,1000,726.902975
-35.033295,1000,727.175652
-102.46213,1000,729.152182
-136.85185,459,729.348539
-95.07208,160,730.392624
-172.75848,863,730.970342
-201.0427,805,732.18315
-164.89432,792,733.204094
-209.25534,983,733.32356
-148.6479,513,733.538354
-34.40465,1000,733.581684
-86.82576,224,733.850734
-104.739586,1000,734.091864
-111.65892,190,734.245549
-107.14122,168,734.335019
-71.32808,248,734.580563
-184.14432,715,735.229833
-94.20841,255,735.387175
-111.82186,264,735.709996
-113.21638,234,735.82678
-138.34807,547,736.380628
-215.1222,885,736.472254
-96.91046,226,736.602046
-112.337944,144,736.619119
-112.45313,258,737.124536
-96.8933,193,737.746412
-83.785934,210,737.89501
-106.46552,155,738.158523
-112.09939,317,738.336752
-135.0728,564,738.565221
-85.40018,132,738.830673
-93.80276,172,738.978414
-103.65028,135,739.12237
-38.867733,1000,739.740083
-93.92501,1000,740.22181
-113.8325,310,740.385993
-111.4432,233,740.544417
-106.15993,290,741.40972
-110.17616,249,742.233579
-110.223236,330,742.37323
-214.06633,637,742.858174
-169.31166,601,743.026089
-79.242546,1000,743.080311
-126.39802,409,743.16093
-95.617256,137,743.688198
-110.81618,277,743.864944
-130.56947,283,744.54654
-100.93199,312,744.980252
-106.14093,178,745.113604
-117.23862,1000,745.281714
-152.03513,680,745.88292
-91.03789,176,746.139489
-188.59003,736,747.077611
-134.7583,334,747.31032
-90.26285,281,748.021439
-113.97142,180,748.291773
44.193573,994,749.447873
-96.97481,178,749.489677
-101.839874,148,749.53487
-106.529274,291,749.53491
-99.43298,1000,750.724636
-113.56575,189,750.858146
-107.400444,254,751.369236
-28.724527,1000,751.718602
-95.463425,159,751.843512
-85.245346,1000,752.330887
-111.36188,270,752.674528
-19.460148,1000,752.933967
-88.63774,263,753.040942
-118.59425,316,753.529939
-99.36521,166,753.535005
-99.34327,146,753.635567
-163.14072,694,753.882841
-98.607544,183,753.962932
-133.77832,464,754.414059
-95.599915,240,754.76123
-116.96474,141,755.165605
-131.514,276,755.474936
-138.90067,358,755.60804
-105.24081,140,755.618556
-24.23632,1000,755.630451
-178.68204,718,756.181535
-110.82951,180,756.389102
-110.492355,166,756.417145
-113.12491,165,757.097357
-191.82921,719,757.526899
-102.33777,248,759.010473
-129.51102,424,759.493423
-20.954166,1000,760.492826
-177.99051,706,760.668333
-108.04066,243,761.758504
44.9632,909,761.909328
-139.20435,194,762.176163
-156.42679,817,762.889469
-24.797768,1000,763.016308
-119.032425,506,763.181721
-96.15442,214,763.192683
-106.762634,180,763.275443
-88.75692,287,763.57876
-99.60542,165,763.664436
-112.274155,169,763.941357
-105.10876,289,764.36168
-105.78871,165,764.367084
-129.01424,291,764.567479
-59.8834,1000,764.628834
-87.58348,161,765.157421
-89.35558,188,765.31202
-103.62883,273,765.317525
-106.63308,235,766.701681
-42.65486,1000,766.84848
-157.07578,621,767.202015
-125.44064,450,767.326332
-110.89179,379,767.704215
-207.53049,848,767.940078
-136.56445,217,768.010353
-117.48717,296,768.695111
-88.691956,158,769.760005
-218.63794,925,770.018313
-134.79973,440,770.830294
-96.2399,230,771.491317
-100.72729,203,771.535488
-10.544343,1000,771.712112
-197.72285,828,771.925141
-94.785515,171,772.564482
-127.80976,371,773.346567
-102.57663,339,773.777956
-29.164883,1000,773.778002
-95.61414,176,773.857348
-117.73312,336,773.945862
-52.953228,1000,774.21504
-134.66887,170,774.415381
-95.22457,1000,774.429525
-116.36548,172,774.639068
-78.840485,145,774.826182
-132.97855,246,774.971079
-121.452484,297,775.952519
-123.79822,237,776.228539
-95.77414,346,776.715893
-188.10033,580,777.379072
-104.690605,212,777.503036
-103.514656,148,777.827172
-153.00096,658,777.865162
-39.58319,1000,778.242375
-87.00002,208,778.769819
-123.41804,170,778.825038
-146.5822,625,778.985214
-107.74485,196,779.953647
-223.03926,952,780.192159
-125.36161,340,780.835649
-139.10876,457,780.899192
-165.06801,599,781.416105
-116.19677,164,781.932868
-116.70003,374,782.39982
-115.188896,1000,782.691535
-36.84271,1000,783.79284
-136.64598,205,783.854872
-103.63587,367,783.960296
-138.61932,570,783.997888
-124.633514,312,784.085287
-69.285255,246,784.25757
-217.2402,898,784.558249
-103.4674,176,784.601282
-125.807655,153,784.611153
-89.33335,172,784.622596
-86.3018,164,784.720473
-97.76223,143,785.041309
-92.402725,292,785.117803
-92.047295,151,785.137462
-113.25926,266,785.643422
-108.44563,142,785.740066
-240.505,935,785.895529
-97.791466,320,786.030262
-101.881454,257,786.145218
-89.91676,228,786.642966
-100.518585,153,787.621787
-121.32944,275,787.683474
-122.94011,328,787.872475
-144.65396,434,788.354888
79.41463,829,788.87505
-126.723915,582,789.143842
-111.780136,154,789.332895
-5.9027576,1000,789.35125
-118.881546,357,789.780518
-106.875854,187,789.804646
-109.949165,141,789.982975
-90.62296,174,790.127364
-206.27248,968,790.303103
-123.58768,143,790.446869
-104.27657,142,790.619246
-79.230316,281,791.040494
-107.20009,178,791.083223
-107.94571,205,791.428559
-145.76894,545,791.74856
-180.30522,793,791.966239
-110.35589,133,792.181843
-140.17516,853,792.426822
-92.39472,177,793.03968
-118.21304,431,793.324838
-123.787674,544,793.451342
-119.56862,214,793.514717
-106.369774,178,794.034227
-99.19236,193,794.433712
-89.30864,285,795.38288
-25.063528,1000,795.796481
-109.8088,213,796.114152
-65.23233,1000,797.653711
-103.44848,295,798.463621
-87.27191,1000,798.852597
-76.65488,1000,799.156011
-78.85542,188,799.371146
-106.19374,132,799.800636
-206.19858,820,799.89155
-101.9305,249,800.276446
-122.35548,524,800.410344
59.408318,807,800.44399
-125.537544,147,800.602249
-226.13571,729,800.965719
-108.769135,223,801.752983
-131.92352,342,802.128169
-145.683,387,802.633389
-132.51872,634,803.263645
-112.488686,158,803.31788
-170.00912,474,803.339866
-182.6453,716,803.564542
-115.99755,132,803.564581
-117.99973,300,803.763031
-153.84299,668,803.818821
-94.07486,147,803.984486
-96.21463,175,804.246732
-99.94885,213,804.404827
-115.085205,330,805.313608
-206.80524,802,805.377679
-107.885155,250,805.498516
-113.03816,203,806.465616
-119.16167,188,806.601136
-187.7884,790,807.663983
-97.77961,171,807.917655
-125.320274,262,808.518815
-27.202873,1000,809.387773
-167.08289,554,809.417934
-89.39549,192,809.602517
-220.85709,967,809.931664
-106.86292,299,810.185657
-99.69826,230,810.463573
-13.83021,1000,810.624505
-114.480606,221,810.938179
-39.93331,1000,811.155161
-135.94641,200,811.163672
