#{"t_start": 1776786956.2816849, "env_id": "None"}
r,l,t
63.74852,193,176.357486
17.005493,224,176.9453
110.475746,1000,177.028645
73.029594,1000,177.251622
116.043625,1000,177.994527
-23.535812,226,178.128905
19.196075,231,178.364154
44.55921,1000,178.519205
10.498886,214,179.557951
118.80549,1000,180.106215
46.45967,1000,180.804353
108.93175,1000,184.628881
0.15070343,230,184.983819
119.3206,1000,185.275594
35.951202,209,186.178093
153.49289,1000,186.446063
104.16952,1000,186.607784
30.536255,243,186.622944
122.109764,1000,186.801606
56.97746,1000,187.906638
104.05095,1000,188.345068
-77.76865,481,188.743268
-17.133667,229,189.124191
136.57886,1000,192.56101
40.10048,173,192.778019
109.30054,1000,194.16781
132.72168,1000,194.665514
75.954155,1000,194.684023
147.9651,1000,194.938854
43.894318,192,195.247505
131.84499,1000,196.718806
133.50261,1000,197.174684
126.939186,1000,201.160669
-0.6599808,216,201.214503
145.8498,1000,201.400526
9.462845,201,202.606179
111.46877,1000,203.368683
102.468666,1000,203.389936
127.038185,1000,203.658129
120.671646,1000,203.979111
118.677315,1000,205.389744
26.222233,1000,209.8755
121.79572,1000,209.928997
108.713806,1000,211.428669
127.529495,1000,212.140622
136.11385,1000,212.158075
108.285545,1000,212.380356
23.327911,196,212.593407
125.32555,1000,212.693795
38.47226,218,213.168286
164.50226,1000,214.075891
64.81838,1000,218.644099
72.30965,1000,218.703355
137.92888,1000,220.972865
105.81758,1000,221.366812
127.529366,1000,221.713505
170.1539,1000,221.854295
71.49381,1000,222.483378
126.770836,1000,223.446035
32.890778,207,224.868191
105.76994,1000,228.140122
156.59674,1000,228.195455
-3.9761658,218,229.570657
125.10266,1000,230.530459
126.849525,1000,230.90425
147.1144,1000,231.209609
136.41765,1000,231.334427
126.458855,1000,231.890326
105.22827,1000,234.400417
121.60569,1000,235.012855
131.99866,1000,239.113575
159.86029,1000,239.916655
112.6602,1000,240.220873
122.529465,1000,240.501286
155.40779,1000,240.612059
130.46877,1000,241.092055
-18.774704,181,241.32576
126.86117,1000,243.051743
139.39746,1000,243.567672
113.86219,1000,247.597701
159.31493,1000,248.426713
155.94032,1000,248.717367
129.4414,1000,249.109614
125.43958,1000,249.618417
-27.570015,215,249.819824
142.40056,1000,249.876639
138.94267,1000,251.440577
162.14009,1000,251.910873
143.574,1000,255.887624
156.63675,1000,256.694174
128.9446,1000,257.418879
142.40796,1000,258.081915
165.88914,1000,258.35527
139.95895,1000,258.420928
107.82541,1000,260.206696
124.935265,1000,260.722728
193.23682,1000,264.729095
115.98324,1000,265.629452
142.18549,1000,266.36308
160.07352,1000,266.995809
142.1007,1000,267.214054
134.35999,1000,267.275861
125.93212,1000,269.066764
116.98683,1000,269.697998
33.40155,200,273.206493
155.98106,1000,273.918959
148.81903,1000,274.742828
170.76836,1000,275.450396
147.34897,1000,276.069373
101.447945,1000,276.289095
130.41248,1000,276.337358
19.411026,183,276.419971
134.90916,1000,278.252694
168.5128,1000,278.844596
34.426575,203,282.044044
156.52968,1000,282.077088
174.8247,1000,282.648153
30.727295,206,283.066542
46.959656,220,283.792652
159.23679,1000,283.800155
144.93439,1000,284.022319
124.68344,1000,284.078125
137.75436,1000,284.154054
50.359055,210,284.60275
73.497635,211,284.790962
138.44247,1000,286.570743
179.38438,1000,289.842809
183.20529,1000,291.105836
158.54462,1000,291.933815
130.66806,1000,292.23883
136.84702,1000,292.34388
105.754265,1000,292.981455
139.53734,1000,293.201203
43.714523,212,293.255996
171.25995,1000,294.989661
132.95679,1000,298.301723
139.73453,1000,299.873686
232.23872,979,300.761021
97.46377,1000,301.518536
153.54338,1000,302.488389
137.63995,1000,302.798258
103.24123,1000,302.881042
27.740349,203,302.942273
140.19934,1000,304.465689
125.248505,1000,305.025409
116.8432,1000,308.956365
149.6734,1000,309.687417
148.78885,1000,311.179462
137.49268,1000,311.466854
175.4156,1000,311.543313
109.34382,1000,311.608642
135.54182,1000,313.110874
173.80287,1000,313.7011
128.30289,1000,317.855012
113.57968,1000,318.59437
154.08353,1000,320.046049
135.14847,1000,320.31637
152.0124,1000,320.380743
131.09076,1000,320.441519
-12.267998,231,321.482791
162.33278,1000,321.85614
132.75499,1000,322.338453
124.80368,1000,326.168754
140.95288,1000,326.87317
136.14424,1000,328.353589
158.84271,1000,328.645113
106.36302,1000,328.787806
152.58467,1000,330.011487
136.00923,1000,330.389641
146.33714,1000,330.886875
167.59126,1000,334.843369
111.4096,1000,335.507968
157.23805,1000,336.829047
99.66416,1000,337.109303
90.52001,1000,337.257682
114.01483,1000,338.415293
102.64816,1000,338.793546
158.71742,1000,339.285716
100.87221,1000,343.339958
151.9501,1000,344.097661
157.93822,1000,345.620345
127.25086,1000,345.936568
143.44011,1000,346.100391
150.12587,1000,347.421808
142.26248,1000,347.825003
154.80246,1000,348.308727
-14.889351,224,351.780198
126.27118,1000,352.240845
151.42622,1000,352.904312
138.12828,1000,354.230947
122.59869,1000,354.499655
211.72577,299,354.629248
140.076,1000,354.645971
116.21208,1000,355.676368
158.04436,1000,356.56146
153.20891,1000,357.374376
144.51741,1000,360.539273
153.00705,1000,362.948233
141.54616,1000,363.255877
165.72725,1000,363.396553
163.56065,1000,363.412189
123.43453,1000,364.37826
105.85527,1000,365.167801
145.3064,1000,365.932736
154.23927,1000,369.070514
100.827324,1000,371.172611
144.83545,1000,371.4684
131.0763,1000,371.615818
141.6223,1000,371.6325
284.97675,816,371.773329
161.74855,1000,373.662953
161.65996,1000,374.557556
123.58716,1000,377.75249
30.069702,210,378.559685
141.1713,1000,380.062295
135.38399,1000,380.397029
140.86101,1000,380.559001
110.03959,1000,380.576578
178.00792,1000,380.738469
41.283035,206,381.759818
138.50595,1000,382.619512
133.23376,1000,383.96952
129.14891,1000,387.503435
40.347046,209,388.724509
110.011116,1000,388.743548
149.87004,1000,389.008591
145.37622,1000,389.127849
178.7936,1000,389.140989
54.066376,197,389.974207
149.44385,1000,390.204701
120.78308,1000,390.863639
60.73973,211,392.031853
144.05423,1000,392.038603
169.06804,1000,397.307162
159.98232,1000,397.331632
169.20596,1000,397.726328
164.56488,1000,397.89885
56.887054,168,398.663248
152.80464,1000,399.373729
67.51477,240,399.610887
129.05023,1000,399.623546
155.81897,1000,402.231472
144.31256,1000,402.239754
32.62912,202,406.6796
160.59256,1000,407.531527
69.82767,167,407.682199
185.35214,1000,407.804483
106.8328,1000,408.433883
155.23573,1000,408.96595
152.30501,1000,409.180301
172.22415,1000,409.192582
161.31514,1000,411.140496
153.05798,1000,416.529032
146.07214,1000,416.729929
162.3263,1000,416.868433
166.10275,1000,417.592556
135.58315,1000,418.155215
137.90186,1000,418.378574
171.80325,1000,418.388351
13.285599,207,419.347683
127.59884,1000,420.125697
71.542816,152,423.779921
156.20746,1000,425.045601
129.83153,1000,425.214485
169.93147,1000,425.335522
168.81721,1000,426.026676
33.060257,216,426.427998
109.51606,1000,426.600841
165.4959,1000,426.807351
66.358536,204,427.117021
57.278976,189,427.408317
157.11783,1000,427.904413
132.41817,1000,432.348509
126.08201,1000,433.587233
149.16228,1000,433.878073
45.015793,177,434.891189
168.57564,1000,435.187898
160.28722,1000,435.413659
162.74966,1000,435.725608
64.13754,181,435.869943
147.5583,1000,435.98361
48.601883,145,436.076557
23.491287,208,436.169069
133.87129,1000,436.333943
31.947937,197,436.729576
29.150833,231,437.148258
136.3532,1000,437.691425
28.368698,213,441.320453
130.26517,1000,441.80338
209.93488,709,442.822758
16.359428,192,442.988845
171.53163,1000,444.157149
127.63076,1000,444.333774
134.863,1000,444.962045
181.81949,1000,445.599826
174.24281,1000,446.716565
152.93091,1000,450.488457
176.86081,1000,452.011999
104.24674,1000,452.190823
137.88649,1000,453.259537
57.45256,186,453.276532
258.6694,586,453.355844
166.2761,1000,453.411111
181.94536,1000,453.880116
43.844467,165,454.073001
132.57797,1000,454.344424
161.9658,1000,458.653678
49.17787,208,460.072264
143.98318,1000,460.310979
148.06935,1000,461.688568
156.22375,1000,461.708338
125.851425,1000,461.796246
107.527695,1000,462.556756
123.08324,1000,462.815031
143.62825,1000,463.080008
146.28125,1000,468.843134
132.3378,1000,469.054883
29.496109,196,470.002173
169.41647,1000,470.284823
117.298485,1000,470.304038
129.57724,1000,470.379971
92.61264,1000,470.963662
119.87894,1000,471.192814
143.76343,1000,471.4587
292.33978,379,476.416472
139.91344,1000,477.490624
147.90161,1000,478.492517
137.99693,1000,478.784287
164.40776,1000,478.799962
165.215,1000,478.873122
160.95554,1000,479.430154
152.5737,1000,479.663943
152.28384,1000,485.002437
161.42476,1000,485.984529
149.53197,1000,487.000066
140.43364,1000,487.295072
144.89243,1000,487.31405
148.75134,1000,487.387918
175.43192,1000,487.984941
143.47496,1000,488.233082
298.5437,318,489.688345
106.77473,1000,493.458514
179.55725,1000,494.479923
127.31147,1000,495.521863
172.83487,1000,495.82215
190.06686,1000,495.841722
173.91257,1000,495.913392
162.75449,1000,496.692952
141.98201,1000,498.158471
258.9013,842,498.21072
149.18794,1000,502.721426
164.48306,1000,503.79171
149.09462,1000,504.087528
163.10872,1000,504.107168
149.062,1000,504.19495
156.76984,1000,505.000926
70.603485,211,506.599027
134.45271,1000,507.044847
128.94229,1000,507.110717
299.98804,274,511.170432
149.94218,1000,511.87464
155.61801,1000,512.912619
116.833626,1000,513.199622
132.54756,1000,513.215496
129.1339,1000,513.28736
6.664543,178,514.079108
136.88496,1000,515.744658
117.63815,1000,515.807889
275.17133,797,516.427245
182.57417,1000,519.559035
185.64558,1000,521.23553
186.05016,1000,521.538692
109.58852,1000,521.555863
133.14864,1000,522.663714
135.65923,1000,524.430974
179.46733,1000,524.494326
134.42578,1000,525.157422
161.04367,1000,528.444885
46.16632,210,529.141812
56.684387,193,529.636388
148.42575,1000,530.161654
148.50455,1000,530.45563
139.63254,1000,530.472237
157.74068,1000,531.473225
156.63197,1000,533.104111
175.56717,1000,533.172062
123.36508,1000,538.082164
187.03528,1000,538.594732
163.8607,1000,539.111979
156.69135,1000,539.398966
163.26495,1000,539.414481
155.90512,1000,540.422715
36.312286,177,541.480549
150.68527,1000,542.062534
167.78197,1000,542.119859
143.26366,1000,546.715961
120.96272,1000,547.191489
110.56869,1000,547.649493
136.6261,1000,547.880614
162.13223,1000,547.894377
154.3118,1000,550.066298
150.98001,1000,550.64354
148.93967,1000,550.702571
25.89302,183,551.738737
52.138824,193,551.738785
150.72227,1000,555.350037
168.12654,1000,555.773642
269.41248,912,555.971847
136.81976,1000,556.150272
147.11812,1000,556.351404
81.40401,161,556.839058
158.94576,1000,558.340838
135.81065,1000,560.197744
171.91563,1000,560.197794
157.33392,1000,563.702983
153.0235,1000,564.119654
131.22777,1000,564.345577
128.39807,1000,564.750411
190.63419,1000,565.340123
49.116943,178,565.654069
158.02176,1000,566.644058
235.95891,585,566.691711
146.67029,1000,568.082639
140.20866,1000,568.08269
167.26244,1000,571.933341
165.01898,1000,572.157233
172.22441,1000,573.293739
169.43716,1000,573.679994
56.352753,169,574.743888
156.7381,1000,574.927624
163.86159,1000,574.984164
43.44458,149,575.779851
141.48071,1000,576.553829
115.7231,1000,576.553876
58.564484,192,576.890522
57.91594,158,577.362265
145.67268,1000,580.354431
131.56448,1000,580.565362
143.08855,1000,581.601521
153.40791,1000,582.882171
173.8756,1000,583.033377
281.45108,929,584.14497
152.48901,1000,584.946702
190.23483,1000,585.450377
172.01776,1000,588.459208
123.50396,1000,588.658863
124.46051,1000,589.60871
118.418365,1000,590.947759
273.8305,253,591.056543
161.53418,1000,591.08997
122.366425,1000,592.256279
130.77512,1000,593.07668
157.1344,1000,593.609567
166.57707,1000,596.651867
157.42065,1000,596.848579
146.65753,1000,599.271047
163.47266,1000,599.388534
125.186516,1000,599.426227
54.078064,212,600.484583
185.76253,1000,600.484632
115.344505,1000,601.212312
180.00885,1000,601.710843
176.47699,1000,602.029263
161.25273,1000,604.94523
138.51973,1000,607.557341
162.13269,1000,607.670766
258.42133,618,608.342775
49.017532,160,608.414662
182.28392,1000,608.805572
157.1745,1000,608.805619
67.655106,206,609.283238
117.70599,1000,609.402194
8.0765915,184,609.574781
131.51614,1000,609.744428
135.08095,1000,612.807545
56.634216,179,613.65146
163.46559,1000,615.256956
172.61902,1000,616.131144
166.30887,1000,616.629547
144.61375,1000,617.36076
63.248566,194,617.376925
141.33504,1000,617.501203
149.01007,1000,617.698116
143.83466,1000,617.891825
135.06586,1000,621.977549
153.76755,1000,623.660361
140.94057,1000,625.237698
144.24164,1000,626.107869
168.45868,1000,626.132549
128.41803,1000,626.264901
144.59944,1000,626.484171
149.91579,1000,626.670655
63.32704,162,626.834144
137.15872,1000,630.598876
144.4736,1000,632.10328
172.52188,1000,633.375995
161.99646,1000,634.04422
170.33356,1000,634.166963
157.79697,1000,634.39952
180.40869,1000,634.587861
179.71849,1000,634.760675
58.616837,193,634.878714
147.84413,1000,638.419489
166.96603,1000,639.839883
159.95317,1000,641.047159
158.31557,1000,641.898923
175.44772,1000,642.171992
180.54948,1000,642.405796
147.45802,1000,642.638004
179.22357,1000,642.78261
155.72458,1000,646.367847
112.32889,1000,648.000523
161.58469,1000,649.316861
132.65147,1000,650.174578
170.51926,1000,650.433319
145.4888,1000,650.665405
134.6865,1000,650.859651
130.71669,1000,650.993852
172.01283,1000,654.583435
167.8434,1000,656.121983
149.38766,1000,657.506052
199.04233,1000,658.390234
142.23285,1000,658.692179
160.2019,1000,658.921591
155.8258,1000,659.140075
142.25331,1000,659.290355
68.63135,173,659.877213
188.47038,1000,662.986644
71.66522,153,663.812186
120.41568,1000,664.544157
132.71729,1000,665.816056
161.86018,1000,666.58323
157.40105,1000,666.807791
42.45262,200,666.875649
142.25471,1000,666.998115
139.18208,1000,667.289761
159.07198,1000,667.791074
175.70737,1000,671.44502
194.61124,1000,672.09698
141.30026,1000,674.93656
133.61168,1000,675.284177
138.33784,1000,675.393019
150.59427,1000,675.549948
194.04199,1000,675.946068
182.46114,1000,676.620324
136.88162,1000,681.265527
138.82436,1000,682.018157
134.3331,1000,684.432841
146.00859,1000,684.77909
153.55582,1000,684.890369
149.9047,1000,685.056718
166.33105,1000,685.476964
180.41685,1000,686.095317
248.2282,474,690.012788
176.32024,1000,690.255788
150.241,1000,690.812608
162.97563,1000,693.440903
174.58263,1000,693.552319
161.90253,1000,693.725763
120.16036,1000,694.154731
144.35767,1000,694.917319
138.25375,1000,698.989105
155.7614,1000,699.273644
146.86569,1000,699.865992
159.75793,1000,702.056722
198.76892,1000,702.14428
166.63579,1000,702.280097
196.4939,1000,702.620566
98.137695,167,702.863624
140.73782,1000,703.220444
163.63533,1000,707.089044
179.8184,1000,707.356734
134.66579,1000,708.024576
141.4245,1000,710.674654
131.27095,1000,710.973502
172.1507,1000,711.499331
186.93892,1000,711.805333
109.521126,1000,712.198335
136.71216,1000,713.13661
152.57506,1000,716.647653
167.99796,1000,717.443213
155.56577,1000,720.105746
150.61368,1000,720.409065
156.83899,1000,720.916813
136.0429,1000,721.236713
175.94217,1000,721.637377
42.72081,179,722.082726
139.14845,1000,722.408739
167.90593,1000,725.589292
175.73239,1000,726.14494
245.46432,340,727.372799
135.0135,1000,728.478529
161.15585,1000,728.723162
166.16774,1000,729.1399
142.32451,1000,729.863197
133.88754,1000,730.377342
169.39925,1000,730.724891
171.68806,1000,734.584719
168.3778,1000,735.955719
145.34181,1000,737.129585
146.5881,1000,737.401997
279.07257,305,737.814437
155.44646,1000,737.825348
143.10437,1000,738.494091
149.19806,1000,739.005028
44.415344,163,739.296541
136.40535,1000,739.306356
191.73582,1000,743.012402
283.3996,267,743.515055
276.44934,309,743.702503
135.79092,1000,745.147655
114.299095,1000,745.41063
146.30688,1000,745.824763
175.37329,1000,745.836078
16.682777,171,746.045585
7.2513733,184,746.307399
35.720596,194,746.753736
52.965042,175,746.906742
149.66614,1000,746.992823
164.0229,1000,751.260785
199.3879,1000,751.913032
151.20874,1000,752.141778
122.08264,1000,754.848493
151.62967,1000,755.611898
162.85553,1000,756.16045
174.6382,1000,756.313642
178.52127,1000,756.391559
174.02333,1000,760.462734
178.28726,1000,761.043069
147.75764,1000,761.264646
53.98613,204,762.378027
26.151436,168,763.449548
140.20525,1000,763.532824
158.70403,1000,764.120289
187.70163,1000,764.607196
187.7201,1000,764.75677
123.20504,1000,764.835407
58.481125,211,765.892205
138.75577,1000,769.29901
131.9566,1000,769.910421
165.00777,1000,773.03858
151.19023,1000,773.151853
119.14987,1000,773.827193
158.36102,1000,774.34273
153.99905,1000,774.594067
184.68884,1000,775.796252
128.74454,1000,776.054741
145.43689,1000,779.552053
148.03094,1000,782.381699
131.30157,1000,782.493492
182.84897,1000,783.196981
170.48161,1000,783.770633
111.06707,1000,784.061367
156.49397,1000,785.387173
156.80714,1000,785.647346
125.273705,1000,789.178915
157.16144,1000,791.947877
164.12949,1000,792.044359
181.37541,1000,792.67721
136.59198,1000,793.20922
165.91475,1000,793.466115
56.124237,172,793.661482
188.45192,1000,794.605599
168.60498,1000,794.857956
192.07932,1000,798.389234
52.17299,205,798.772976
82.55998,173,799.95585
122.02934,1000,801.316025
163.1793,1000,801.430162
166.53302,1000,802.911443
145.69012,1000,803.22803
131.41733,1000,803.472806
76.9178,192,804.326286
157.52698,1000,804.608244
158.1514,1000,808.249688
115.9616,1000,809.944096
184.26537,1000,811.16363
146.12218,1000,811.274614
142.696,1000,812.619004
140.3881,1000,813.222664
146.23155,1000,814.25459
121.848595,1000,814.531455
164.23497,1000,815.07339
124.38379,1000,819.310308
148.64365,1000,820.400462
177.19632,1000,820.496069
152.82118,1000,821.660325
151.17365,1000,822.177001
227.75928,727,822.30359
125.01874,1000,823.042142
145.2035,1000,823.265018
147.0969,1000,828.319936
149.14769,1000,829.514564
159.1339,1000,829.620062
71.92763,170,830.578045
118.485176,1000,830.84619
156.76851,1000,831.35783
133.85007,1000,831.472994
118.63201,1000,832.086678
147.88005,1000,832.274101
171.72684,1000,837.473483
180.25458,1000,838.815194
154.68452,1000,839.945973
185.56158,1000,840.213977
160.63751,1000,840.74461
130.97609,1000,840.848049
19.13459,198,841.282813
153.30377,1000,841.456153
21.16922,172,841.63913
197.22174,1000,841.653444
145.1855,1000,846.669233
63.37039,178,848.115724
168.90617,1000,848.186393
142.54546,1000,849.27742
189.00587,1000,850.17393
162.92361,1000,851.026574
190.40718,1000,851.269584
144.06252,1000,851.492158
150.56247,1000,851.508065
131.03888,1000,857.561058
149.72911,1000,857.618175
188.20738,1000,858.552073
174.31552,1000,859.338039
159.76764,1000,860.067202
157.75092,1000,860.291924
174.44193,1000,860.506878
130.81458,1000,860.52128
30.40512,186,861.435624
121.69514,1000,866.61209
182.27,1000,866.673025
187.10757,1000,867.655268
142.99551,1000,868.41673
188.36017,1000,869.090006
167.2782,1000,869.312895
149.81898,1000,869.505363
157.55716,1000,870.509791
174.51102,1000,875.725097
142.64441,1000,875.783681
117.33684,1000,876.710932
177.01031,1000,877.480867
157.5614,1000,878.210713
123.22073,1000,878.422042
182.17528,1000,878.628543
66.36943,180,879.117539
123.13254,1000,879.56959
86.63136,169,883.390038
141.31004,1000,884.332776
182.54048,1000,884.386266
246.00826,603,884.567474
119.86646,1000,885.172863
51.306793,181,885.303213
14.309891,174,885.449546
196.68187,1000,885.826848
52.374878,166,886.187387
186.30293,1000,886.904602
156.64824,1000,887.501034
153.74298,1000,892.003176
163.83315,1000,893.059185
159.15308,1000,894.209599
145.80006,1000,894.608654
126.80761,1000,895.075193
119.265625,1000,895.482824
67.12779,169,896.097654
126.59691,1000,896.257476
167.30241,1000,896.841743
154.5443,1000,901.405836
138.51843,1000,902.609993
139.1038,1000,903.875222
155.77525,1000,904.277247
106.42963,1000,905.246009
127.50822,1000,905.963723
123.26834,1000,906.121739
132.17462,1000,906.697731
24.139915,172,906.938957
49.643753,158,907.89091
188.97746,1000,911.22537
162.77818,1000,912.323248
99.05737,1000,913.621718
117.74656,1000,914.026554
143.70537,1000,914.985842
134.09651,1000,915.807715
159.97748,1000,916.440088
56.195877,156,917.378854
144.71814,1000,917.69588
182.88835,1000,918.018312
194.14476,1000,922.032231
183.87929,1000,923.149815
165.44377,1000,923.533487
132.8227,1000,924.486331
146.97751,1000,925.303013
121.86784,1000,927.01831
174.44061,1000,927.337863
151.91785,1000,927.647441
74.13443,213,931.202529
163.31609,1000,931.493554
124.99366,1000,932.583696
173.52017,1000,932.944079
162.16054,1000,933.853064
133.50923,1000,934.74741
134.72873,1000,937.038578
170.91898,1000,937.416034
49.489822,159,940.971719
155.19205,1000,941.01647
158.81436,1000,941.314504
67.8486,200,941.519815
19.062454,167,941.953727
154.7225,1000,942.207034
47.722214,155,942.367077
116.941185,1000,942.491213
36.743805,168,942.824523
65.63252,135,942.882427
161.93262,1000,943.160186
38.570557,165,943.171596
166.8412,1000,943.706248
146.80075,1000,949.180985
122.086685,1000,949.52801
151.2289,1000,950.844843
154.53888,1000,951.291851
153.82834,1000,951.354914
152.45714,1000,951.633297
153.45193,1000,951.64819
175.71101,1000,952.149321
43.527756,159,952.952439
184.82297,1000,958.060468
132.05496,1000,958.398409
178.68211,1000,959.788682
168.69391,1000,960.217153
134.47575,1000,960.285622
138.3814,1000,960.587263
147.50714,1000,960.599594
59.761276,157,960.661555
52.728058,155,960.90187
59.21257,162,961.223409
54.467728,187,961.759012
146.30212,1000,961.818948
162.6642,1000,963.605293
115.223404,1000,966.891782
51.432617,163,967.550083
143.0024,1000,968.821821
165.77872,1000,969.163831
124.694885,1000,969.273885
147.86626,1000,970.000561
162.50237,1000,970.589445
152.94975,1000,970.650123
133.17787,1000,975.877418
208.85265,1000,976.465646
56.228897,143,976.624965
153.15263,1000,977.488672
171.16254,1000,977.80494
152.65295,1000,977.898626
158.09656,1000,978.561432
173.16031,1000,979.083511
159.10815,1000,979.130519
42.646317,162,979.792099
185.00557,1000,984.842993
129.69788,1000,985.503886
94.04717,1000,986.425147
172.2239,1000,986.757515
143.7803,1000,986.857162
62.189148,165,987.299918
125.82761,1000,987.594137
71.842224,197,987.83487
177.26996,1000,988.182523
48.520905,150,988.996185
156.01274,1000,989.003563
184.6426,1000,993.988638
148.7026,1000,994.22937
62.086655,141,994.911728
156.22943,1000,995.625268
128.3044,1000,996.307245
160.02263,1000,996.629912
159.96443,1000,996.90379
204.907,1000,998.112921
169.01724,1000,998.119709
187.79956,1000,1003.154902
157.90977,1000,1003.869793
158.92775,1000,1004.555288
145.74945,1000,1005.243159
143.4598,1000,1005.595666
132.13611,1000,1005.867284
56.22409,163,1006.756899
152.57373,1000,1007.102289
149.01395,1000,1007.10908
124.89361,1000,1012.016618
111.96445,1000,1012.664927
164.48798,1000,1013.241
162.40395,1000,1013.845608
45.957794,156,1014.083115
179.51103,1000,1014.130976
9.3020935,159,1014.65283
185.61441,1000,1015.28174
183.1978,1000,1015.59215
176.59918,1000,1015.598208
66.19188,170,1016.441833
172.4468,1000,1020.469382
115.91451,1000,1021.161328
147.33575,1000,1022.864612
171.61575,1000,1022.914087
122.89479,1000,1023.438999
52.457718,126,1023.511854
140.23471,1000,1023.981225
138.73383,1000,1024.228177
149.54672,1000,1025.010619
119.50382,1000,1028.69638
167.52348,1000,1029.333131
138.60507,1000,1030.994472
144.93472,1000,1031.683593
135.10004,1000,1031.774996
124.52565,1000,1032.296415
122.74921,1000,1032.591578
64.461426,157,1032.609795
8.444366,155,1033.374612
112.69613,1000,1033.451992
62.214966,190,1034.411058
137.26999,1000,1034.452675
132.72626,1000,1037.62315
212.11945,408,1038.250934
51.737427,146,1038.399876
162.95895,1000,1039.115054
132.19708,1000,1039.629165
156.65012,1000,1040.211481
152.23877,1000,1040.522916
148.52846,1000,1042.632745
123.69527,1000,1042.679875
