#{"t_start": 1777134227.1996357, "env_id": "None"}
r,l,t
-16.0,639,573.383172
-13.0,657,573.739752
-18.0,683,575.149715
-15.0,664,576.257216
-16.0,704,577.489717
-16.0,639,577.489763
-12.0,906,579.351682
-14.0,701,579.743052
-16.0,713,580.03914
-11.0,740,583.128703
-14.0,615,583.206713
-8.0,1021,583.246988
-16.0,643,583.474049
-17.0,516,584.162179
-7.0,1082,593.755308
-17.0,642,594.529566
-10.0,1004,597.568586
-14.0,641,597.719245
-15.0,678,598.02133
-11.0,763,598.751986
-10.0,780,599.231726
-9.0,805,600.138184
-14.0,713,600.365456
-15.0,676,600.797366
-15.0,588,604.193825
-12.0,821,605.185323
-11.0,791,605.361034
-14.0,698,605.713356
-16.0,578,605.738419
-8.0,923,606.293783
-14.0,714,607.418737
-13.0,810,607.66
-10.0,747,611.109095
-13.0,674,611.419595
-11.0,742,612.226469
-12.0,682,620.946496
-14.0,822,621.109979
-10.0,887,621.147107
-4.0,1035,622.438983
-5.0,934,623.364526
-11.0,719,625.036136
-11.0,874,626.081298
-12.0,836,626.791281
-11.0,699,627.181343
-4.0,843,628.395432
-9.0,879,628.56193
-16.0,617,628.708045
-13.0,739,628.842825
-15.0,675,630.904396
-17.0,625,631.522388
-16.0,590,631.935043
-18.0,478,632.991184
-14.0,681,634.313337
-8.0,823,634.328009
-14.0,694,634.591091
-10.0,707,634.843244
-12.0,758,644.309339
-13.0,720,644.602524
-17.0,498,645.426762
-9.0,790,645.525714
-14.0,738,647.000785
-17.0,774,647.449645
-18.0,504,647.856117
-9.0,821,647.951261
-17.0,526,648.226115
3.0,1135,648.6174
-12.0,698,650.028497
-12.0,691,650.078079
-12.0,712,651.689506
-12.0,750,652.378345
-14.0,733,652.771928
-12.0,839,653.379808
-8.0,826,653.661002
-12.0,579,653.849179
-7.0,936,654.768864
-10.0,805,655.378362
-17.0,510,656.737889
-11.0,837,657.205336
-16.0,537,657.381133
-11.0,770,657.462569
-15.0,715,657.49358
-17.0,672,664.519136
-17.0,608,665.816113
-11.0,715,665.917455
-15.0,689,667.703534
-12.0,665,668.013749
-15.0,626,668.038521
-16.0,558,668.195646
-11.0,793,669.111022
-7.0,918,669.853809
-10.0,695,670.39039
-13.0,644,671.943283
-10.0,760,673.025239
-14.0,777,673.122798
-5.0,1103,673.166885
-16.0,515,673.242991
-12.0,666,673.493212
-14.0,696,674.960143
-1.0,1049,675.091621
-14.0,617,677.17744
-16.0,633,677.194486
-16.0,669,677.639203
-13.0,684,677.672372
-6.0,1017,685.068296
-7.0,795,685.161023
-15.0,647,685.669848
-14.0,650,685.820296
-17.0,488,687.329272
-16.0,604,687.618308
-14.0,668,688.057343
-14.0,597,689.02074
-10.0,787,689.286551
-19.0,649,689.463605
-14.0,672,690.114177
-11.0,746,690.746818
-11.0,732,692.448741
-17.0,538,692.576762
-14.0,570,693.218438
-10.0,797,693.322989
-15.0,561,694.448223
-4.0,1167,695.042445
-8.0,921,695.369994
-12.0,648,696.727139
-19.0,395,697.638549
1.0,1145,697.666113
-11.0,730,704.418822
-10.0,840,704.507309
-19.0,459,704.781659
-9.0,852,705.330674
-8.0,774,705.943276
-14.0,590,707.009599
-15.0,584,708.267467
-14.0,634,708.955638
-9.0,808,709.377379
-10.0,785,709.683082
-7.0,950,710.295481
-9.0,763,710.361877
-14.0,638,711.215518
-8.0,899,711.869127
-14.0,656,712.596204
-16.0,621,713.469068
-14.0,751,713.907203
-11.0,724,714.456491
-12.0,768,715.36774
-13.0,642,715.455692
-5.0,813,715.7292
-13.0,596,716.539312
-8.0,840,717.413048
-11.0,783,725.451944
-16.0,606,725.822355
-10.0,908,725.848974
-9.0,793,726.077888
-13.0,648,726.471296
-11.0,752,726.907017
-14.0,649,728.677477
-12.0,784,728.702848
-12.0,622,731.134323
-14.0,611,731.727623
-18.0,588,731.967831
-13.0,806,732.224072
-9.0,795,732.618209
-7.0,845,733.369545
-15.0,626,734.096314
-7.0,952,736.907995
-12.0,673,736.949011
-14.0,592,737.086435
-15.0,609,737.868081
-11.0,682,738.117779
-15.0,770,738.401319
-14.0,717,739.560561
-12.0,705,740.185723
-16.0,459,740.930394
-17.0,551,748.489904
-12.0,651,749.736905
-14.0,625,749.755387
-18.0,511,750.107193
-10.0,936,750.894055
-10.0,846,751.424483
-19.0,541,752.054422
-9.0,748,752.151886
-17.0,501,753.063805
-18.0,544,753.33451
-7.0,960,754.111568
-17.0,486,755.345274
-8.0,807,755.42746
-12.0,724,755.67402
-16.0,703,756.0632
-18.0,649,757.333473
-11.0,808,757.379144
-13.0,679,757.807333
-16.0,585,757.968973
-19.0,453,759.044986
-12.0,713,760.045767
-12.0,726,760.458807
-11.0,842,760.979622
-14.0,593,761.29408
-17.0,690,769.172489
-17.0,530,770.025042
-14.0,775,770.721859
-10.0,908,771.659927
-8.0,850,774.07583
-16.0,839,774.520699
-9.0,829,775.117254
-17.0,550,775.465177
-7.0,830,775.553716
-8.0,780,775.913692
-7.0,922,777.9797
-9.0,825,778.782717
-14.0,555,779.915193
-13.0,578,780.526438
-14.0,742,780.938936
-11.0,849,781.426893
-7.0,854,782.83112
-14.0,648,783.566053
-4.0,930,783.923876
-14.0,683,784.673107
-12.0,703,793.945074
-17.0,475,794.307394
-15.0,720,794.541838
-8.0,845,794.62042
-17.0,507,795.411386
-17.0,592,796.57926
-5.0,891,796.669508
-20.0,446,798.461601
-7.0,794,799.255594
-16.0,532,799.564353
-15.0,582,800.806468
-15.0,585,802.091669
-4.0,898,802.294882
-12.0,836,802.331736
-11.0,756,803.600316
-14.0,594,803.99205
-17.0,563,804.50156
-19.0,658,805.68955
-13.0,714,807.450454
-14.0,661,808.235938
-10.0,739,809.167707
-7.0,750,809.305389
-19.0,538,810.681645
-9.0,763,811.091344
-9.0,791,811.865643
2.0,1069,821.167974
-16.0,584,822.333367
-15.0,613,822.494856
-6.0,854,823.009359
-10.0,829,823.569728
-12.0,627,824.131076
-12.0,701,825.208241
-12.0,677,825.757599
-14.0,636,827.057934
-15.0,575,827.678825
-15.0,588,827.946686
-15.0,654,829.618695
-8.0,683,830.448445
-12.0,685,831.552834
-6.0,944,831.764394
-16.0,540,832.076129
-12.0,622,833.446647
-17.0,645,833.938678
-17.0,525,834.517687
-4.0,1035,835.379224
-19.0,460,836.35522
-9.0,687,836.856558
-14.0,626,837.396843
-15.0,657,837.886288
-14.0,590,838.949809
-16.0,459,848.235549
-9.0,732,848.376006
-12.0,685,848.519762
-11.0,637,848.936318
-16.0,530,849.41733
-15.0,533,849.982885
-14.0,565,850.761997
-14.0,600,852.141364
-13.0,565,853.739439
-15.0,630,854.098347
-13.0,632,854.783117
-10.0,763,855.457608
-16.0,566,856.020848
-12.0,828,857.11272
-18.0,449,857.953746
-10.0,674,858.410108
-4.0,921,858.532637
-11.0,661,860.134688
-16.0,516,860.672275
-6.0,861,862.517497
-14.0,542,862.689723
-16.0,501,862.896009
-14.0,566,863.353013
-6.0,985,864.234813
-2.0,896,864.981435
-15.0,594,865.308536
-13.0,597,872.101281
-16.0,461,872.60505
-9.0,665,874.06543
-12.0,649,874.455557
-18.0,477,874.571876
-8.0,777,874.965238
-14.0,655,875.180104
-14.0,553,875.329593
-14.0,519,875.531857
-14.0,648,876.879281
-14.0,536,878.10267
-16.0,512,878.545288
-17.0,491,878.558398
-12.0,775,879.184113
-12.0,727,879.755925
-11.0,831,879.943162
-11.0,702,880.15087
-14.0,652,881.179725
-19.0,360,881.570514
-19.0,558,882.245586
-16.0,574,882.349563
-13.0,613,883.796881
2.0,921,884.179971
-10.0,718,884.869834
-10.0,790,885.145357
-14.0,556,885.223185
-14.0,514,892.03172
-16.0,553,892.190078
-9.0,959,893.789924
-12.0,650,895.440699
-13.0,771,895.543278
-8.0,835,895.59055
-8.0,666,895.899283
-12.0,681,895.928749
-11.0,694,896.584245
-8.0,726,896.950572
-13.0,697,898.362692
-9.0,636,899.611167
-18.0,633,899.695384
-12.0,619,899.979719
-14.0,469,900.024144
-11.0,728,900.367045
-10.0,728,900.679591
-12.0,722,901.319089
-14.0,520,903.098032
-14.0,568,903.34251
-19.0,529,903.451119
-8.0,859,903.998857
-15.0,642,904.574462
-14.0,629,904.799372
-14.0,569,905.051309
-7.0,879,911.929744
-18.0,499,912.866201
-14.0,725,914.005729
-16.0,510,914.284613
-10.0,812,914.815475
-12.0,720,914.866148
-13.0,646,914.963857
-15.0,627,915.314054
-15.0,609,915.938837
-15.0,586,916.72211
-16.0,589,918.679577
-13.0,701,918.885882
-16.0,590,919.178912
-10.0,814,919.362761
-10.0,707,919.519556
-14.0,505,920.047534
-12.0,631,920.096423
-6.0,840,920.497765
-17.0,489,922.577962
-20.0,428,922.854178
-14.0,585,923.361405
-14.0,496,923.744678
-11.0,782,923.841301
-8.0,819,924.287982
-9.0,698,924.677597
-9.0,862,931.290401
-19.0,558,933.484628
-13.0,647,933.90181
-16.0,487,934.057871
-11.0,609,934.620164
-14.0,524,935.60787
-15.0,663,935.721452
-15.0,613,935.880789
-15.0,575,936.310218
-11.0,516,938.400778
-14.0,538,939.295202
-9.0,701,939.602808
-14.0,515,940.092378
-12.0,697,940.131037
-17.0,519,940.828793
-15.0,619,941.121245
-15.0,603,941.146469
-15.0,529,943.023989
-17.0,468,943.697829
-18.0,444,944.016603
-16.0,541,944.824375
-17.0,495,945.453486
-14.0,571,946.096645
-8.0,822,946.485513
-13.0,680,946.767763
-16.0,436,947.819058
-14.0,439,948.648781
-13.0,675,956.676471
-11.0,763,956.778772
-16.0,593,958.356381
-14.0,609,959.156324
-14.0,648,959.22503
-10.0,810,959.614369
-18.0,500,960.107633
-16.0,658,960.652723
-17.0,617,962.048271
-14.0,742,963.229468
-17.0,543,963.941944
-15.0,542,964.315239
-9.0,751,964.8953
-13.0,552,964.91253
-12.0,673,965.030435
-16.0,558,966.901088
-11.0,774,967.373958
-17.0,554,968.05269
-16.0,511,969.351286
-15.0,563,969.915384
-13.0,645,970.51449
-7.0,755,970.532816
-8.0,738,970.762456
-9.0,666,972.681271
-16.0,448,973.226188
-14.0,686,973.326073
-20.0,452,980.467347
-6.0,835,981.917263
-16.0,567,982.054674
-16.0,586,982.216134
-13.0,617,982.714203
-14.0,533,984.559047
-11.0,621,984.687821
-18.0,453,985.959616
-13.0,698,986.487529
-7.0,835,987.074971
-9.0,726,988.17993
-9.0,773,988.872308
-9.0,745,989.135906
-15.0,556,989.482599
-9.0,692,990.53142
-18.0,521,990.980252
-11.0,661,991.657295
-13.0,601,992.250118
-16.0,555,993.646852
-13.0,535,994.079211
-7.0,725,994.429048
-14.0,680,994.986528
-15.0,612,995.799139
-17.0,586,996.031148
-16.0,489,996.473959
-14.0,567,1005.510645
-9.0,816,1005.663442
-12.0,662,1007.099868
-13.0,518,1007.458471
-18.0,645,1008.325935
-7.0,846,1008.352463
-13.0,748,1008.421822
-8.0,753,1009.929851
-17.0,450,1011.331017
-10.0,739,1012.021518
-8.0,759,1012.05249
-15.0,538,1012.959389
-10.0,687,1013.026644
-13.0,694,1014.327297
-12.0,635,1015.402856
-13.0,491,1015.583023
-7.0,844,1015.704921
-15.0,574,1017.019776
-16.0,510,1018.729132
-11.0,784,1018.798439
-8.0,707,1019.078846
-19.0,424,1019.248847
-15.0,778,1019.762257
-13.0,643,1020.970993
-8.0,867,1030.2562
-17.0,470,1030.898847
-14.0,619,1031.176646
-14.0,694,1031.883318
-6.0,960,1032.393308
-4.0,777,1033.039572
-11.0,801,1033.090345
-17.0,469,1034.319299
-11.0,733,1034.386009
-19.0,512,1036.084053
-9.0,855,1037.596173
-5.0,840,1037.714091
-11.0,758,1038.103377
-13.0,724,1038.382389
-17.0,574,1038.421599
-7.0,790,1038.858772
-3.0,864,1040.284631
-16.0,601,1041.569433
4.0,910,1042.102046
-15.0,605,1042.102085
-9.0,665,1042.112917
-9.0,745,1043.75612
-6.0,881,1044.187959
-4.0,956,1051.014688
-12.0,741,1051.463584
-17.0,495,1051.664136
-17.0,601,1051.843046
-15.0,579,1052.229939
-15.0,640,1052.639498
-7.0,767,1055.528787
-14.0,667,1055.845724
-15.0,681,1056.135541
2.0,939,1056.236214
-9.0,706,1056.476335
-5.0,910,1057.003697
-13.0,757,1057.198231
-7.0,866,1058.318011
-15.0,550,1059.155009
-20.0,478,1060.148683
-15.0,655,1060.165815
-14.0,660,1060.594353
-7.0,762,1061.165823
-14.0,636,1061.393963
-7.0,829,1061.948509
-10.0,656,1062.650839
-15.0,559,1062.851385
-10.0,617,1064.218819
-6.0,777,1071.599941
-14.0,524,1072.602972
-8.0,663,1072.620637
-4.0,896,1072.809819
-8.0,844,1073.042914
-12.0,638,1073.173632
-5.0,978,1074.147947
-14.0,572,1075.377304
-9.0,862,1076.219805
-12.0,661,1077.514851
-9.0,780,1077.761705
-8.0,815,1078.177063
-6.0,913,1078.626144
-9.0,899,1078.959797
-5.0,800,1079.419229
-10.0,729,1080.176775
-18.0,539,1081.066744
-17.0,512,1082.325779
-3.0,938,1082.392391
-19.0,642,1082.856016
-9.0,898,1084.089799
-15.0,743,1090.119768
1.0,1086,1090.732209
-5.0,876,1091.757396
-14.0,605,1092.196337
-9.0,710,1092.831825
-9.0,999,1093.472249
-17.0,580,1093.736474
-8.0,783,1093.842352
-12.0,620,1095.843848
-15.0,565,1095.921222
-6.0,940,1096.325104
-19.0,421,1096.512279
-15.0,472,1096.593009
-5.0,889,1096.60974
-13.0,647,1097.113041
-18.0,526,1097.32135
-8.0,639,1100.14116
-10.0,732,1100.681231
-9.0,694,1100.911038
-10.0,717,1101.249448
-15.0,634,1101.494778
-9.0,785,1101.771719
-11.0,722,1101.874909
-7.0,971,1103.014519
-16.0,552,1109.450629
-18.0,441,1109.488817
-14.0,592,1110.259208
-16.0,470,1110.536979
-10.0,651,1111.816659
-13.0,777,1112.274689
-16.0,559,1112.35683
-6.0,855,1112.555102
-12.0,580,1113.313205
-16.0,464,1113.327929
-13.0,622,1113.566214
-10.0,784,1115.693804
-14.0,536,1115.888633
-14.0,643,1116.511914
-8.0,722,1116.58331
-14.0,627,1116.686841
-10.0,763,1118.327025
-10.0,767,1118.59908
2.0,826,1118.757474
-18.0,431,1119.422834
-14.0,493,1119.92929
-1.0,884,1121.523268
-3.0,865,1121.592385
-3.0,929,1122.634916
-11.0,635,1128.594902
-10.0,683,1128.763526
-13.0,573,1128.859328
-17.0,509,1128.94853
-6.0,808,1129.325806
-13.0,551,1130.871619
-13.0,603,1131.146606
-19.0,487,1131.960533
-14.0,459,1132.332477
-13.0,573,1132.371167
-10.0,592,1132.755754
-12.0,658,1133.275294
4.0,894,1134.178287
-7.0,752,1136.098227
-6.0,810,1136.207396
-9.0,650,1136.615599
-10.0,809,1137.289067
-6.0,717,1137.469344
-14.0,566,1137.903644
-3.0,890,1138.229395
-7.0,798,1138.527205
-14.0,527,1139.671272
-14.0,576,1140.402228
-16.0,460,1140.498041
-5.0,787,1141.279236
-12.0,629,1147.676423
-13.0,540,1147.715352
-12.0,609,1147.874082
-9.0,768,1147.993515
-18.0,440,1148.217466
-13.0,542,1149.698558
-18.0,445,1150.641077
-12.0,741,1151.785506
5.0,945,1152.25783
-11.0,675,1152.314399
-14.0,721,1152.954525
6.0,955,1154.26306
-7.0,712,1154.387327
-2.0,1086,1154.83011
-5.0,879,1156.416861
-7.0,799,1157.039051
-9.0,772,1157.333993
-15.0,492,1157.504392
-8.0,801,1157.585408
-5.0,927,1159.049234
-7.0,776,1159.494363
-8.0,782,1159.978395
-10.0,701,1167.345294
-11.0,669,1167.894676
-20.0,439,1168.535016
-11.0,711,1168.862356
-7.0,751,1169.004189
-16.0,447,1169.831497
-1.0,963,1171.150288
-16.0,553,1172.143099
7.0,895,1173.071636
-12.0,622,1174.250513
-8.0,734,1174.26578
-10.0,773,1175.239099
-9.0,639,1175.368616
-11.0,736,1175.383445
-11.0,780,1177.901061
-15.0,612,1178.369763
-10.0,782,1178.921609
-9.0,697,1180.292182
-9.0,737,1180.656756
-14.0,618,1180.732539
-9.0,673,1181.095794
-19.0,398,1182.134488
-15.0,507,1182.440033
-14.0,710,1183.418981
-21.0,239,1183.709873
-2.0,1057,1183.78365
-9.0,675,1192.150079
-11.0,723,1192.520236
-6.0,804,1192.736535
-13.0,688,1193.85368
2.0,994,1194.577424
-13.0,752,1195.551638
-11.0,745,1195.574616
-7.0,858,1195.967727
-14.0,583,1196.379604
-11.0,661,1197.10273
-8.0,776,1197.285562
-15.0,605,1197.861206
-18.0,521,1199.015206
-15.0,545,1199.158623
-15.0,707,1199.262295
-13.0,524,1199.439827
-14.0,632,1201.453604
-8.0,805,1201.69066
-16.0,443,1201.944165
-10.0,747,1202.040942
-17.0,474,1202.294835
-15.0,499,1202.561389
-18.0,531,1202.949492
-5.0,969,1204.268769
-10.0,635,1212.762303
-13.0,637,1213.111686
-14.0,606,1213.296847
-10.0,647,1213.99815
-6.0,841,1214.248476
-8.0,770,1214.402537
-15.0,643,1214.490352
-10.0,767,1217.262107
-14.0,443,1218.062605
-8.0,732,1219.424839
-7.0,628,1219.877081
-7.0,826,1219.900464
-6.0,782,1220.051328
-11.0,708,1220.118193
-13.0,682,1220.291654
-9.0,673,1223.062108
-17.0,392,1223.431005
-11.0,703,1224.133811
-18.0,552,1225.034546
-16.0,580,1225.116666
-7.0,688,1225.852491
-8.0,750,1225.92679
-11.0,715,1226.081367
-10.0,682,1236.038047
-7.0,747,1236.959002
-13.0,625,1238.308034
-11.0,605,1238.358009
-12.0,638,1238.502386
-6.0,791,1239.030356
-10.0,811,1239.133433
-2.0,969,1239.592463
-16.0,487,1242.692351
-13.0,634,1243.778792
-6.0,796,1243.827567
-2.0,910,1243.905247
-13.0,641,1243.905276
-16.0,634,1244.508377
-13.0,662,1244.848744
-12.0,751,1246.073579
-16.0,520,1246.980431
-12.0,625,1248.522022
-5.0,765,1249.485198
-7.0,800,1249.642729
-9.0,781,1250.314198
-5.0,842,1250.4634
-16.0,562,1250.676809
-5.0,957,1250.768355
-10.0,743,1251.012913
-16.0,527,1258.739518
-12.0,638,1261.150854
-14.0,581,1261.54468
-13.0,726,1261.72295
-13.0,578,1262.111862
-9.0,707,1262.841297
-9.0,789,1264.252848
-11.0,656,1264.414733
-1.0,971,1265.403791
-16.0,520,1266.609699
-13.0,694,1267.562358
-11.0,751,1268.225474
-12.0,883,1268.808208
-9.0,731,1269.169021
-11.0,609,1269.542667
-8.0,739,1270.844664
-10.0,590,1272.699932
-14.0,535,1273.47538
-9.0,949,1273.654056
-2.0,965,1275.006146
-14.0,715,1275.404355
-15.0,533,1275.482007
-2.0,895,1276.041459
3.0,862,1284.138652
-14.0,632,1285.288056
-19.0,330,1285.434738
-15.0,619,1285.962759
-16.0,578,1287.507777
-6.0,849,1288.115721
-13.0,670,1288.923832
-8.0,830,1289.298374
-16.0,690,1290.104954
-11.0,748,1291.748244
-11.0,772,1292.101698
-18.0,469,1293.338784
-12.0,671,1293.902321
-10.0,751,1293.998505
-1.0,1060,1295.113615
-5.0,762,1295.51365
-11.0,666,1295.873332
-12.0,699,1298.132323
-16.0,539,1298.643306
-6.0,817,1298.816992
-15.0,601,1299.104706
-20.0,384,1299.191668
-7.0,774,1300.04164
-8.0,642,1308.172155
-5.0,881,1309.834941
-14.0,631,1310.705252
-15.0,557,1311.107685
-14.0,582,1311.254294
-7.0,752,1312.436219
-5.0,888,1313.442257
-4.0,836,1314.37102
-10.0,751,1314.657349
-8.0,781,1316.582295
-11.0,646,1316.694573
-7.0,851,1318.591527
-5.0,807,1319.3942
-1.0,1071,1319.957163
-12.0,661,1320.085049
-4.0,842,1320.714161
-15.0,515,1321.041743
-9.0,775,1321.36819
-18.0,415,1322.988077
-7.0,702,1324.655631
2.0,996,1325.292935
-17.0,465,1325.378669
-15.0,703,1333.056278
-11.0,717,1333.805746
-12.0,542,1334.566977
3.0,917,1334.78946
-2.0,954,1336.175797
-17.0,542,1336.250159
-17.0,510,1337.454949
-11.0,663,1337.987104
-8.0,838,1339.407147
-4.0,767,1340.403414
-5.0,693,1340.529603
-14.0,572,1341.158782
-10.0,807,1341.726376
-11.0,694,1342.143185
-10.0,708,1343.545138
-13.0,716,1344.149051
-16.0,661,1345.105609
-18.0,614,1345.780231
-15.0,560,1346.654256
-8.0,747,1347.140262
-13.0,857,1347.297348
-11.0,682,1348.530005
-3.0,952,1348.918227
-12.0,699,1349.105725
-19.0,381,1357.913709
-13.0,603,1358.057365
-10.0,687,1358.075171
-17.0,451,1358.732173
-11.0,625,1359.40609
-15.0,528,1361.558792
-9.0,755,1362.4729
-10.0,822,1363.295736
-10.0,715,1363.430221
-12.0,695,1363.798449
-11.0,618,1363.811073
-4.0,925,1364.70343
-1.0,915,1364.750554
-13.0,543,1365.133305
-15.0,489,1366.648752
-16.0,534,1367.312888
-9.0,741,1367.349169
-9.0,737,1368.145462
-12.0,686,1368.320104
-13.0,689,1369.275324
-11.0,699,1369.726281
-19.0,509,1370.698782
-3.0,1013,1371.365016
-8.0,740,1371.518851
-14.0,648,1371.586142
-14.0,582,1378.33648
-16.0,506,1378.786767
-12.0,602,1379.852619
-7.0,902,1380.263448
-14.0,576,1381.534624
-11.0,730,1381.668919
-11.0,671,1382.106324
-14.0,478,1383.389563
-5.0,894,1383.412733
-8.0,776,1383.426131
-13.0,675,1384.288915
-4.0,882,1384.572191
-16.0,401,1384.739808
-12.0,523,1385.107888
-20.0,345,1385.685822
-17.0,502,1386.719921
-5.0,919,1387.566894
-19.0,320,1387.781217
-10.0,675,1387.834532
-12.0,622,1388.656496
-8.0,674,1388.719442
-14.0,589,1388.978118
-7.0,841,1390.277282
-16.0,509,1391.147654
-10.0,659,1400.554893
-6.0,871,1400.985814
-11.0,666,1401.757606
-5.0,874,1402.464569
-20.0,437,1402.75122
-16.0,562,1402.976101
-5.0,817,1403.155576
-7.0,799,1403.339497
-15.0,542,1405.662141
-14.0,532,1407.050411
-11.0,627,1407.171961
7.0,808,1407.527191
-11.0,586,1408.377155
-9.0,699,1408.785606
-9.0,678,1408.831163
-6.0,893,1410.836104
-11.0,622,1411.025103
-19.0,531,1411.640344
-14.0,633,1412.629172
-8.0,788,1414.301986
-8.0,756,1414.880881
-16.0,483,1415.181143
-4.0,776,1415.4734
-14.0,576,1415.815452
-15.0,455,1416.556871
-10.0,733,1427.893208
-1.0,1069,1427.972712
-8.0,662,1430.099154
-15.0,533,1430.500931
-15.0,631,1431.051207
-20.0,446,1432.005724
-8.0,796,1432.277385
-8.0,713,1432.977568
-9.0,908,1433.007371
-7.0,714,1434.569544
-11.0,652,1436.132799
-9.0,674,1436.752048
-17.0,468,1437.337256
-12.0,696,1437.512998
-14.0,624,1437.808021
-9.0,674,1438.533498
-20.0,346,1439.365783
-9.0,707,1439.542457
-11.0,729,1441.334361
-18.0,502,1441.410069
-21.0,328,1442.566604
-14.0,577,1442.69483
-13.0,538,1442.796029
-14.0,625,1445.127212
-11.0,754,1445.497254
-5.0,883,1445.684603
-17.0,493,1445.977847
-17.0,561,1455.408498
-14.0,633,1455.952568
-8.0,795,1455.998971
-10.0,713,1456.334343
-17.0,521,1457.152839
-15.0,554,1457.495213
-5.0,828,1459.273189
-9.0,743,1459.323565
-11.0,591,1460.629938
-9.0,723,1461.043061
-13.0,586,1461.067257
-16.0,465,1461.59868
-12.0,584,1462.224824
-8.0,770,1462.259973
-18.0,447,1463.155221
-12.0,546,1464.718019
-10.0,830,1465.619508
-10.0,580,1466.077673
-13.0,717,1466.138074
-17.0,473,1466.251214
-5.0,808,1466.746879
-6.0,880,1467.584083
4.0,887,1468.07006
-9.0,751,1475.912942
-11.0,610,1476.533799
-14.0,579,1477.198095
-15.0,528,1477.931454
-8.0,764,1478.218997
-11.0,818,1478.576614
-4.0,901,1478.629552
-9.0,785,1481.038391
-13.0,524,1481.45583
-10.0,551,1482.371885
-10.0,689,1482.398866
-13.0,572,1483.305131
-15.0,568,1483.562332
-7.0,731,1485.420316
-13.0,763,1485.731875
-14.0,552,1486.321923
-17.0,466,1487.195391
-9.0,624,1487.420214
-11.0,655,1487.615181
5.0,903,1488.305179
-12.0,674,1488.387442
-16.0,467,1488.519647
-14.0,611,1490.299172
-9.0,816,1491.040304
-10.0,666,1497.780348
-15.0,486,1497.925085
-10.0,606,1498.578374
-8.0,747,1499.421424
-4.0,933,1499.944985
-10.0,635,1500.683586
-2.0,1081,1500.72835
-15.0,572,1501.017397
-10.0,625,1502.015319
-14.0,585,1502.407968
-6.0,762,1502.779326
-14.0,461,1503.70521
-13.0,557,1504.371625
-11.0,694,1504.492617
-2.0,868,1505.110277
-13.0,722,1505.747231
-17.0,456,1505.772648
-9.0,664,1506.763088
-5.0,776,1507.104579
-15.0,482,1507.544682
-15.0,575,1508.267631
-16.0,503,1508.412657
-5.0,821,1509.095232
-11.0,634,1509.928163
-14.0,566,1510.583266
-10.0,741,1510.770096
-13.0,627,1518.55023
-9.0,645,1519.342832
-14.0,556,1519.7623
-16.0,487,1520.0937
-12.0,652,1520.464885
-13.0,562,1521.983166
-14.0,698,1524.01891
-7.0,717,1525.246589
-20.0,353,1525.265631
-10.0,652,1525.446307
-10.0,669,1526.35287
-4.0,950,1526.592711
-9.0,774,1527.022527
-12.0,701,1527.039537
-11.0,567,1530.572234
-7.0,774,1531.263722
-8.0,742,1532.368823
-14.0,623,1532.405877
-10.0,660,1532.524698
-3.0,913,1533.797074
-7.0,760,1534.102277
-9.0,779,1534.286961
-13.0,596,1536.140671
-15.0,518,1548.313313
-8.0,768,1548.741531
-6.0,755,1548.757214
-7.0,780,1548.886061
-10.0,619,1549.088843
-10.0,652,1549.106546
-18.0,426,1549.344254
-3.0,984,1549.6824
-16.0,498,1553.360915
-13.0,651,1554.336423
-10.0,685,1555.202644
-10.0,758,1555.757615
-10.0,749,1556.003553
-15.0,709,1556.212654
-7.0,793,1556.435987
-5.0,824,1556.95866
-10.0,732,1560.124617
-15.0,546,1560.815216
-14.0,573,1561.313998
-15.0,551,1561.314043
-8.0,767,1561.457024
-14.0,596,1561.95673
-8.0,746,1562.14878
-17.0,421,1565.338795
-9.0,1000,1574.741252
-13.0,537,1574.822319
-11.0,711,1575.269775
-11.0,645,1575.349579
-16.0,547,1575.758222
-13.0,668,1576.690698
-4.0,775,1577.063627
-16.0,571,1579.19711
-15.0,478,1580.186999
-10.0,641,1580.706178
-13.0,594,1580.804316
-14.0,525,1581.91503
-9.0,727,1582.089884
-3.0,840,1582.627188
-9.0,690,1583.081864
-16.0,483,1584.646444
-16.0,400,1585.783671
-10.0,636,1586.665428
-12.0,623,1587.660361
-5.0,973,1588.187782
-6.0,884,1588.864728
-9.0,722,1589.292318
-17.0,347,1590.855272
-16.0,552,1590.871969
-4.0,855,1590.973462
-4.0,787,1591.917064
-13.0,612,1592.32805
-12.0,643,1601.166489
-12.0,778,1601.747992
-4.0,879,1601.93524
-15.0,533,1602.309653
-17.0,659,1602.471059
-10.0,577,1602.891458
-10.0,776,1603.173246
-11.0,815,1603.427251
-13.0,662,1606.075859
-10.0,651,1606.190066
-9.0,794,1606.362575
-13.0,588,1606.729228
-10.0,678,1606.748548
-9.0,644,1607.382339
-11.0,635,1607.574469
-2.0,965,1608.773494
-12.0,596,1610.080797
-10.0,621,1610.13886
-12.0,581,1610.163752
-11.0,701,1611.949759
-4.0,821,1612.104758
-3.0,919,1612.734946
-5.0,838,1613.044537
-12.0,640,1620.163263
-12.0,646,1620.260306
-4.0,896,1620.530831
-17.0,441,1620.742663
-4.0,875,1621.776624
-14.0,564,1622.319763
-9.0,741,1622.849995
-13.0,527,1623.614921
-11.0,578,1624.037974
-9.0,815,1624.269871
-13.0,596,1624.638875
-8.0,716,1625.211366
-7.0,651,1626.575027
-11.0,752,1626.697423
